"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"4179",4209,"III",5864553,5866541,1989,"+","WormBase","gene",NA,NA,"WBGene00017161",1,"rabn-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4180",4210,"III",5871938,5874706,2769,"+","WormBase","gene",NA,NA,"WBGene00017160",1,"F01F1.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4181",4211,"III",5884307,5885852,1546,"+","WormBase","gene",NA,NA,"WBGene00016196",1,"C28H8.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4182",4212,"III",5889721,5896013,6293,"-","WormBase","gene",NA,NA,"WBGene00016197",1,"pxl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4183",4213,"III",5917628,5919955,2328,"-","WormBase","gene",NA,NA,"WBGene00016201",1,"tdo-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4184",4214,"III",5924394,5925756,1363,"-","WormBase","gene",NA,NA,"WBGene00001018",1,"dnc-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4185",4215,"III",5926086,5926987,902,"+","WormBase","gene",NA,NA,"WBGene00016192",1,"bcl-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4186",4216,"III",5935690,5937220,1531,"-","WormBase","gene",NA,NA,"WBGene00017146",1,"EGAP1.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4187",4217,"III",5953557,5958246,4690,"-","WormBase","gene",NA,NA,"WBGene00017778",1,"nono-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4188",4218,"III",5958722,5962325,3604,"+","WormBase","gene",NA,NA,"WBGene00017774",1,"nop-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4189",4219,"III",5966413,5971511,5099,"+","WormBase","gene",NA,NA,"WBGene00017773",1,"dct-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4190",4220,"III",5976781,5982126,5346,"-","WormBase","gene",NA,NA,"WBGene00001489",1,"frm-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4191",4221,"III",6006344,6009084,2741,"-","WormBase","gene",NA,NA,"WBGene00022694",1,"gcna-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4192",4222,"III",6013447,6019562,6116,"-","WormBase","gene",NA,NA,"WBGene00003796",1,"npp-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4193",4223,"III",6020159,6024985,4827,"+","WormBase","gene",NA,NA,"WBGene00000874",1,"cyk-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4194",4224,"III",6028790,6030583,1794,"-","WormBase","gene",NA,NA,"WBGene00022695",1,"ZK328.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4195",4225,"III",6032563,6039470,6908,"-","WormBase","gene",NA,NA,"WBGene00022696",1,"ift-139","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4196",4226,"III",6080563,6084748,4186,"+","WormBase","gene",NA,NA,"WBGene00015477",1,"attf-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4197",4227,"III",6084620,6087755,3136,"-","WormBase","gene",NA,NA,"WBGene00015479",1,"wht-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4198",4228,"III",6088683,6102862,14180,"-","WormBase","gene",NA,NA,"WBGene00015480",1,"C05D10.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4199",4229,"III",6114482,6116331,1850,"-","WormBase","gene",NA,NA,"WBGene00020549",1,"nmt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4200",4230,"III",6118620,6124067,5448,"+","WormBase","gene",NA,NA,"WBGene00002201",1,"kin-18","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4201",4231,"III",6141959,6149597,7639,"-","WormBase","gene",NA,NA,"WBGene00021535",1,"wht-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4202",4232,"III",6154844,6157758,2915,"-","WormBase","gene",NA,NA,"WBGene00018340",1,"anmt-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4203",4233,"III",6159453,6164589,5137,"+","WormBase","gene",NA,NA,"WBGene00003593",1,"nfm-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4204",4234,"III",6171219,6173477,2259,"-","WormBase","gene",NA,NA,"WBGene00018341",1,"F42A10.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4205",4235,"III",6173403,6176191,2789,"+","WormBase","gene",NA,NA,"WBGene00018339",1,"abcf-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4206",4236,"III",6176157,6176861,705,"-","WormBase","gene",NA,NA,"WBGene00018342",1,"F42A10.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4207",4237,"III",6195981,6198414,2434,"-","WormBase","gene",NA,NA,"WBGene00016014",1,"C23G10.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4208",4238,"III",6202622,6206211,3590,"-","WormBase","gene",NA,NA,"WBGene00016015",1,"C23G10.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4209",4239,"III",6206803,6207965,1163,"+","WormBase","gene",NA,NA,"WBGene00004472",1,"rps-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4210",4240,"III",6208064,6209200,1137,"+","WormBase","gene",NA,NA,"WBGene00016011",1,"C23G10.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4211",4241,"III",6224427,6230970,6544,"-","WormBase","gene",NA,NA,"WBGene00020443",1,"esyt-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4212",4242,"III",6248637,6251607,2971,"+","WormBase","gene",NA,NA,"WBGene00020437",1,"stt-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4213",4243,"III",6251811,6271283,19473,"+","WormBase","gene",NA,NA,"WBGene00020436",1,"T12A2.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4214",4244,"III",6276048,6278351,2304,"-","WormBase","gene",NA,NA,"WBGene00015978",1,"C18F10.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4215",4245,"III",6280380,6282438,2059,"+","WormBase","gene",NA,NA,"WBGene00001972",1,"hmg-1.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4216",4246,"III",6298461,6299374,914,"+","WormBase","gene",NA,NA,"WBGene00018560",1,"F47D12.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4217",4247,"III",6299330,6303380,4051,"-","WormBase","gene",NA,NA,"WBGene00018564",1,"F47D12.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4218",4248,"III",6331732,6335839,4108,"+","WormBase","gene",NA,NA,"WBGene00016979",1,"C56G2.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4219",4249,"III",6368042,6373904,5863,"+","WormBase","gene",NA,NA,"WBGene00015813",1,"thoc-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4220",4250,"III",6375379,6379173,3795,"+","WormBase","gene",NA,NA,"WBGene00007048",1,"nfx-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4221",4251,"III",6380772,6381517,746,"+","WormBase","gene",NA,NA,"WBGene00015810",1,"C16A3.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4222",4252,"III",6381634,6382996,1363,"+","WormBase","gene",NA,NA,"WBGene00015809",1,"C16A3.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4223",4253,"III",6389833,6390841,1009,"+","WormBase","gene",NA,NA,"WBGene00015807",1,"C16A3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4224",4254,"III",6407129,6410033,2905,"+","WormBase","gene",NA,NA,"WBGene00002881",1,"let-756","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4225",4255,"III",6410020,6412014,1995,"-","WormBase","gene",NA,NA,"WBGene00015483",1,"C05D11.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4226",4256,"III",6415772,6419459,3688,"-","WormBase","gene",NA,NA,"WBGene00015484",1,"atgl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4227",4257,"III",6433239,6436502,3264,"+","WormBase","gene",NA,NA,"WBGene00006516",1,"vps-16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4228",4258,"III",6440145,6443000,2856,"-","WormBase","gene",NA,NA,"WBGene00003214",1,"mel-32","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4229",4259,"III",6444693,6446907,2215,"-","WormBase","gene",NA,NA,"WBGene00002855",1,"let-721","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4230",4260,"III",6448131,6450696,2566,"-","WormBase","gene",NA,NA,"WBGene00020822",1,"T26A5.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4231",4261,"III",6454483,6460014,5532,"+","WormBase","gene",NA,NA,"WBGene00020821",1,"jhdm-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4232",4262,"III",6462216,6462856,641,"-","WormBase","gene",NA,NA,"WBGene00020823",1,"T26A5.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4233",4263,"III",6462963,6463779,817,"-","WormBase","gene",NA,NA,"WBGene00001005",1,"dlc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4234",4264,"III",6471751,6475246,3496,"+","WormBase","gene",NA,NA,"WBGene00007060",1,"wht-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4235",4265,"III",6483218,6489314,6097,"+","WormBase","gene",NA,NA,"WBGene00017754",1,"F23F12.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4236",4266,"III",6509445,6514773,5329,"-","WormBase","gene",NA,NA,"WBGene00000044",1,"acr-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4237",4267,"III",6587864,6589398,1535,"+","WormBase","gene",NA,NA,"WBGene00017648",1,"ddo-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4238",4268,"III",6592525,6601173,8649,"-","WormBase","gene",NA,NA,"WBGene00002889",1,"let-765","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4239",4269,"III",6675760,6703998,28239,"+","WormBase","gene",NA,NA,"WBGene00004316",1,"rbf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4240",4270,"III",6711890,6713191,1302,"+","WormBase","gene",NA,NA,"WBGene00018135",1,"F37A4.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4241",4271,"III",6860974,6863968,2995,"-","WormBase","gene",NA,NA,"WBGene00004857",1,"sma-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4242",4272,"III",6865206,6869460,4255,"-","WormBase","gene",NA,NA,"WBGene00020068",1,"cra-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4243",4273,"III",6873089,6873729,641,"+","WormBase","gene",NA,NA,"WBGene00019381",1,"K04C2.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4244",4274,"III",6881097,6883853,2757,"+","WormBase","gene",NA,NA,"WBGene00044311",1,"K04C2.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4245",4275,"III",6898014,6900605,2592,"+","WormBase","gene",NA,NA,"WBGene00020315",1,"T07E3.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4246",4276,"III",6903877,6905282,1406,"+","WormBase","gene",NA,NA,"WBGene00020314",1,"T07E3.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4247",4277,"III",6932001,6935862,3862,"+","WormBase","gene",NA,NA,"WBGene00000276",1,"byn-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4248",4278,"III",6941888,6945898,4011,"-","WormBase","gene",NA,NA,"WBGene00004133",1,"abu-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4249",4279,"III",6979884,6981785,1902,"+","WormBase","gene",NA,NA,"WBGene00000443",1,"ceh-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4250",4280,"III",7002300,7005450,3151,"-","WormBase","gene",NA,NA,"WBGene00015544",1,"C06E8.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4251",4281,"III",7009136,7019584,10449,"+","WormBase","gene",NA,NA,"WBGene00017389",1,"lgc-38","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4252",4282,"III",7021206,7023652,2447,"+","WormBase","gene",NA,NA,"WBGene00004341",1,"rfl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4253",4283,"III",7035146,7045743,10598,"-","WormBase","gene",NA,NA,"WBGene00023414",1,"R01H2.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4254",4284,"III",7061023,7064285,3263,"-","WormBase","gene",NA,NA,"WBGene00019812",1,"R01H2.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4255",4285,"III",7065439,7067477,2039,"-","WormBase","gene",NA,NA,"WBGene00019813",1,"ger-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4256",4286,"III",7070890,7072552,1663,"-","WormBase","gene",NA,NA,"WBGene00003022",1,"lin-37","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4257",4287,"III",7085196,7087741,2546,"-","WormBase","gene",NA,NA,"WBGene00022738",1,"fubl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4258",4288,"III",7091342,7093408,2067,"+","WormBase","gene",NA,NA,"WBGene00022732",1,"ZK418.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4259",4289,"III",7112295,7115438,3144,"-","WormBase","gene",NA,NA,"WBGene00003609",1,"nhr-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4260",4290,"III",7133766,7136525,2760,"+","WormBase","gene",NA,NA,"WBGene00015099",1,"ggtb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4261",4291,"III",7161160,7162115,956,"-","WormBase","gene",NA,NA,"WBGene00019402",1,"syf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4262",4292,"III",7162712,7164960,2249,"+","WormBase","gene",NA,NA,"WBGene00019400",1,"K04G7.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4263",4293,"III",7178991,7179588,598,"-","WormBase","gene",NA,NA,"WBGene00004483",1,"rps-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4264",4294,"III",7180251,7180647,397,"+","WormBase","gene",NA,NA,"WBGene00004450",1,"rpl-36","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4265",4295,"III",7184336,7187868,3533,"+","WormBase","gene",NA,NA,"WBGene00018149",1,"yju-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4266",4296,"III",7189178,7189631,454,"-","WormBase","gene",NA,NA,"WBGene00004490",1,"rps-21","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4267",4297,"III",7190189,7192992,2804,"-","WormBase","gene",NA,NA,"WBGene00003176",1,"mec-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4268",4298,"III",7196224,7198073,1850,"-","WormBase","gene",NA,NA,"WBGene00018154",1,"exos-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4269",4299,"III",7202206,7207664,5459,"+","WormBase","gene",NA,NA,"WBGene00006592",1,"dpy-31","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4270",4300,"III",7221741,7223129,1389,"-","WormBase","gene",NA,NA,"WBGene00020109",1,"der-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4271",4301,"III",7231039,7232882,1844,"-","WormBase","gene",NA,NA,"WBGene00000080",1,"adr-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4272",4302,"III",7239027,7241277,2251,"+","WormBase","gene",NA,NA,"WBGene00004189",1,"pars-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4273",4303,"III",7258991,7268504,9514,"+","WormBase","gene",NA,NA,"WBGene00015158",1,"B0361.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4274",4304,"III",7281462,7283959,2498,"+","WormBase","gene",NA,NA,"WBGene00015157",1,"B0361.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4275",4305,"III",7287847,7290562,2716,"-","WormBase","gene",NA,NA,"WBGene00015162",1,"algn-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4276",4306,"III",7298348,7299631,1284,"-","WormBase","gene",NA,NA,"WBGene00015163",1,"B0361.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4277",4307,"III",7329705,7335316,5612,"-","WormBase","gene",NA,NA,"WBGene00018953",1,"F56C9.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4278",4308,"III",7345855,7347149,1295,"-","WormBase","gene",NA,NA,"WBGene00017272",1,"F08F8.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4279",4309,"III",7347234,7349175,1942,"-","WormBase","gene",NA,NA,"WBGene00017273",1,"gos-28","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4280",4310,"III",7359498,7362129,2632,"+","WormBase","gene",NA,NA,"WBGene00017268",1,"hmgr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4281",4311,"III",7377851,7379045,1195,"-","WormBase","gene",NA,NA,"WBGene00020604",1,"T20B12.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4282",4312,"III",7391090,7395454,4365,"-","WormBase","gene",NA,NA,"WBGene00020605",1,"lgc-50","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4283",4313,"III",7518628,7520845,2218,"-","WormBase","gene",NA,NA,"WBGene00000854",1,"cux-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4284",4314,"III",7555660,7558041,2382,"+","WormBase","gene",NA,NA,"WBGene00000437",1,"ceh-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4285",4315,"III",7566411,7567523,1113,"+","WormBase","gene",NA,NA,"WBGene00020047",1,"ttr-32","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4286",4316,"III",7572105,7572831,727,"-","WormBase","gene",NA,NA,"WBGene00004420",1,"rpl-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4287",4317,"III",7573350,7575263,1914,"+","WormBase","gene",NA,NA,"WBGene00003063",1,"lpd-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4288",4318,"III",7575284,7579411,4128,"-","WormBase","gene",NA,NA,"WBGene00020051",1,"mfsd-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4289",4319,"III",7712309,7717314,5006,"+","WormBase","gene",NA,NA,"WBGene00015386",1,"C03B8.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4290",4320,"III",7719729,7738105,18377,"+","WormBase","gene",NA,NA,"WBGene00003559",1,"ncl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4291",4321,"III",7767573,7769063,1491,"-","WormBase","gene",NA,NA,"WBGene00022793",1,"ZK686.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4292",4322,"III",7769163,7770120,958,"-","WormBase","gene",NA,NA,"WBGene00022794",1,"snu-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4293",4323,"III",7793446,7795409,1964,"-","WormBase","gene",NA,NA,"WBGene00015591",1,"cyk-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4294",4324,"III",7814374,7817141,2768,"+","WormBase","gene",NA,NA,"WBGene00001174",1,"egl-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4295",4325,"III",7824377,7828626,4250,"-","WormBase","gene",NA,NA,"WBGene00001209",1,"egl-45","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4296",4326,"III",7855134,7855646,513,"+","WormBase","gene",NA,NA,"WBGene00004449",1,"rpl-35","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4297",4327,"III",7855648,7857242,1595,"-","WormBase","gene",NA,NA,"WBGene00022787",1,"tag-307","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4298",4328,"III",7858979,7859512,534,"+","WormBase","gene",NA,NA,"WBGene00044324",1,"ufm-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4299",4329,"III",7892256,7894629,2374,"+","WormBase","gene",NA,NA,"WBGene00022798",1,"fahd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4300",4330,"III",7901033,7904473,3441,"+","WormBase","gene",NA,NA,"WBGene00022797",1,"best-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4301",4331,"III",7972382,7973386,1005,"-","WormBase","gene",NA,NA,"WBGene00018846",1,"eef-1B.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4302",4332,"III",8004391,8006003,1613,"+","WormBase","gene",NA,NA,"WBGene00044446",1,"C06G4.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4303",4333,"III",8067289,8071463,4175,"+","WormBase","gene",NA,NA,"WBGene00000448",1,"pros-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4304",4334,"III",8085705,8088449,2745,"+","WormBase","gene",NA,NA,"WBGene00001743",1,"grp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4305",4335,"III",8108790,8111213,2424,"+","WormBase","gene",NA,NA,"WBGene00015753",1,"C14B9.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4306",4336,"III",8164373,8172710,8338,"+","WormBase","gene",NA,NA,"WBGene00004187",1,"prp-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4307",4337,"III",8179224,8180549,1326,"+","WormBase","gene",NA,NA,"WBGene00016801",1,"C50C3.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4308",4338,"III",8193843,8201217,7375,"-","WormBase","gene",NA,NA,"WBGene00006772",1,"unc-36","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4309",4339,"III",8330893,8331919,1027,"-","WormBase","gene",NA,NA,"WBGene00022583",1,"mrps-18A","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4310",4340,"III",8351164,8355174,4011,"-","WormBase","gene",NA,NA,"WBGene00006840",1,"unc-116","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4311",4341,"III",8356887,8358327,1441,"-","WormBase","gene",NA,NA,"WBGene00019881",1,"R05D3.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4312",4342,"III",8364011,8366550,2540,"+","WormBase","gene",NA,NA,"WBGene00019878",1,"R05D3.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4313",4343,"III",8372255,8375172,2918,"+","WormBase","gene",NA,NA,"WBGene00019877",1,"R05D3.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4314",4344,"III",8399168,8401928,2761,"-","WormBase","gene",NA,NA,"WBGene00002249",1,"lap-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4315",4345,"III",8403709,8405562,1854,"-","WormBase","gene",NA,NA,"WBGene00022703",1,"ubxn-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4316",4346,"III",8405874,8409399,3526,"+","WormBase","gene",NA,NA,"WBGene00022697",1,"cyy-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4317",4347,"III",8409496,8412017,2522,"+","WormBase","gene",NA,NA,"WBGene00022704",1,"ZK353.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4318",4348,"III",8429297,8431621,2325,"+","WormBase","gene",NA,NA,"WBGene00022862",1,"ZK1236.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4319",4349,"III",8431608,8432214,607,"-","WormBase","gene",NA,NA,"WBGene00022864",1,"ZK1236.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4320",4350,"III",8439533,8443607,4075,"-","WormBase","gene",NA,NA,"WBGene00022865",1,"ufbp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4321",4351,"III",8447353,8449346,1994,"+","WormBase","gene",NA,NA,"WBGene00004460",1,"rpn-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4322",4352,"III",8449757,8450519,763,"+","WormBase","gene",NA,NA,"WBGene00016249",1,"mrpl-32","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4323",4353,"III",8467035,8478400,11366,"+","WormBase","gene",NA,NA,"WBGene00018369",1,"mig-39","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4324",4354,"III",8478379,8480455,2077,"-","WormBase","gene",NA,NA,"WBGene00018370",1,"F42H10.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4325",4355,"III",8484153,8488396,4244,"+","WormBase","gene",NA,NA,"WBGene00018367",1,"F42H10.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4326",4356,"III",8488339,8490352,2014,"-","WormBase","gene",NA,NA,"WBGene00018371",1,"ess-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4327",4357,"III",8495008,8518916,23909,"+","WormBase","gene",NA,NA,"WBGene00015418",1,"pac-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4328",4358,"III",8535131,8542748,7618,"+","WormBase","gene",NA,NA,"WBGene00006614",1,"trp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4329",4359,"III",8542882,8545615,2734,"-","WormBase","gene",NA,NA,"WBGene00022506",1,"ZC21.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4330",4360,"III",8581102,8583910,2809,"+","WormBase","gene",NA,NA,"WBGene00015519",1,"doxa-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
